,text,final_label,tokenized,stopword_remove,steming_data
2468,quaker oats is too big of a company to have this many bags in a production run ending up underweight or with as much variance in portion size between bags as i observed either their bagging equipment or weighing equipment was severely out of whack when my box was produced or they re straight up ripping is off numerous bags across all flavors had anywhere from rice cakes in them as soon as i noticed one bag had so few rice cakes i grabbed others from the box i could tell from touch that some bags were noticeably empty i took out my kitchen gram scale and sure enough the bags that had only a few rice cakes inside were significantly under the noted weight on the packaging it s bad enough we pay more money today for smaller portion sizes than we did pre pandemic i won t stand for being ripped off by quaker,Negative,"['quaker', 'oats', 'is', 'too', 'big', 'of', 'a', 'company', 'to', 'have', 'this', 'many', 'bags', 'in', 'a', 'production', 'run', 'ending', 'up', 'underweight', 'or', 'with', 'as', 'much', 'variance', 'in', 'portion', 'size', 'between', 'bags', 'as', 'i', 'observed', 'either', 'their', 'bagging', 'equipment', 'or', 'weighing', 'equipment', 'was', 'severely', 'out', 'of', 'whack', 'when', 'my', 'box', 'was', 'produced', 'or', 'they', 're', 'straight', 'up', 'ripping', 'is', 'off', 'numerous', 'bags', 'across', 'all', 'flavors', 'had', 'anywhere', 'from', 'rice', 'cakes', 'in', 'them', 'as', 'soon', 'as', 'i', 'noticed', 'one', 'bag', 'had', 'so', 'few', 'rice', 'cakes', 'i', 'grabbed', 'others', 'from', 'the', 'box', 'i', 'could', 'tell', 'from', 'touch', 'that', 'some', 'bags', 'were', 'noticeably', 'empty', 'i', 'took', 'out', 'my', 'kitchen', 'gram', 'scale', 'and', 'sure', 'enough', 'the', 'bags', 'that', 'had', 'only', 'a', 'few', 'rice', 'cakes', 'inside', 'were', 'significantly', 'under', 'the', 'noted', 'weight', 'on', 'the', 'packaging', 'it', 's', 'bad', 'enough', 'we', 'pay', 'more', 'money', 'today', 'for', 'smaller', 'portion', 'sizes', 'than', 'we', 'did', 'pre', 'pandemic', 'i', 'won', 't', 'stand', 'for', 'being', 'ripped', 'off', 'by', 'quaker']","['quaker', 'oats', 'big', 'company', 'many', 'bags', 'production', 'run', 'ending', 'underweight', 'much', 'variance', 'portion', 'size', 'bags', 'observed', 'either', 'bagging', 'equipment', 'weighing', 'equipment', 'severely', 'whack', 'box', 'produced', 'straight', 'ripping', 'numerous', 'bags', 'across', 'flavors', 'anywhere', 'rice', 'cakes', 'soon', 'noticed', 'one', 'bag', 'rice', 'cakes', 'grabbed', 'others', 'box', 'could', 'tell', 'touch', 'bags', 'noticeably', 'empty', 'took', 'kitchen', 'gram', 'scale', 'sure', 'enough', 'bags', 'rice', 'cakes', 'inside', 'significantly', 'noted', 'weight', 'packaging', 'bad', 'enough', 'pay', 'money', 'today', 'smaller', 'portion', 'sizes', 'pre', 'pandemic', 'stand', 'ripped', 'quaker']","['quaker', 'oat', 'big', 'compani', 'mani', 'bag', 'product', 'run', 'end', 'underweight', 'much', 'varianc', 'portion', 'size', 'bag', 'observ', 'either', 'bag', 'equip', 'weigh', 'equip', 'sever', 'whack', 'box', 'produc', 'straight', 'rip', 'numer', 'bag', 'across', 'flavor', 'anywher', 'rice', 'cake', 'soon', 'notic', 'one', 'bag', 'rice', 'cake', 'grab', 'other', 'box', 'could', 'tell', 'touch', 'bag', 'notic', 'empti', 'took', 'kitchen', 'gram', 'scale', 'sure', 'enough', 'bag', 'rice', 'cake', 'insid', 'significantli', 'note', 'weight', 'packag', 'bad', 'enough', 'pay', 'money', 'today', 'smaller', 'portion', 'size', 'pre', 'pandem', 'stand', 'rip', 'quaker']"
2469,really great snack to have on hand not too salty or overly messy,Positive,"['really', 'great', 'snack', 'to', 'have', 'on', 'hand', 'not', 'too', 'salty', 'or', 'overly', 'messy']","['really', 'great', 'snack', 'hand', 'salty', 'overly', 'messy']","['realli', 'great', 'snack', 'hand', 'salti', 'overli', 'messi']"
2470,ordered these rice cakes for an easy somewhat healthy snack compared to a lot of other options the portion size is quite small with each bag containing mini rice cakes i could get over the portion size but the salt seasoning is just too much the caramel ones are good the cheddar and ranch ones are both crazy salty overseasoned mind you i tend to think doritos cheeto s etc also have way too much seasoning on them so use that for comparison purposes when considering my review others may love the flavor train but it s way more than i prefer no comment on the apple cinnamon as i ve not tried that one yet all that aside what i received was fresh so there s that,Positive,"['ordered', 'these', 'rice', 'cakes', 'for', 'an', 'easy', 'somewhat', 'healthy', 'snack', 'compared', 'to', 'a', 'lot', 'of', 'other', 'options', 'the', 'portion', 'size', 'is', 'quite', 'small', 'with', 'each', 'bag', 'containing', 'mini', 'rice', 'cakes', 'i', 'could', 'get', 'over', 'the', 'portion', 'size', 'but', 'the', 'salt', 'seasoning', 'is', 'just', 'too', 'much', 'the', 'caramel', 'ones', 'are', 'good', 'the', 'cheddar', 'and', 'ranch', 'ones', 'are', 'both', 'crazy', 'salty', 'overseasoned', 'mind', 'you', 'i', 'tend', 'to', 'think', 'doritos', 'cheeto', 's', 'etc', 'also', 'have', 'way', 'too', 'much', 'seasoning', 'on', 'them', 'so', 'use', 'that', 'for', 'comparison', 'purposes', 'when', 'considering', 'my', 'review', 'others', 'may', 'love', 'the', 'flavor', 'train', 'but', 'it', 's', 'way', 'more', 'than', 'i', 'prefer', 'no', 'comment', 'on', 'the', 'apple', 'cinnamon', 'as', 'i', 've', 'not', 'tried', 'that', 'one', 'yet', 'all', 'that', 'aside', 'what', 'i', 'received', 'was', 'fresh', 'so', 'there', 's', 'that']","['ordered', 'rice', 'cakes', 'easy', 'somewhat', 'healthy', 'snack', 'compared', 'lot', 'options', 'portion', 'size', 'quite', 'small', 'bag', 'containing', 'mini', 'rice', 'cakes', 'could', 'get', 'portion', 'size', 'salt', 'seasoning', 'much', 'caramel', 'ones', 'good', 'cheddar', 'ranch', 'ones', 'crazy', 'salty', 'overseasoned', 'mind', 'tend', 'think', 'doritos', 'cheeto', 'etc', 'also', 'way', 'much', 'seasoning', 'use', 'comparison', 'purposes', 'considering', 'review', 'others', 'may', 'love', 'flavor', 'train', 'way', 'prefer', 'comment', 'apple', 'cinnamon', 'tried', 'one', 'yet', 'aside', 'received', 'fresh']","['order', 'rice', 'cake', 'easi', 'somewhat', 'healthi', 'snack', 'compar', 'lot', 'option', 'portion', 'size', 'quit', 'small', 'bag', 'contain', 'mini', 'rice', 'cake', 'could', 'get', 'portion', 'size', 'salt', 'season', 'much', 'caramel', 'one', 'good', 'cheddar', 'ranch', 'one', 'crazi', 'salti', 'overseason', 'mind', 'tend', 'think', 'dorito', 'cheeto', 'etc', 'also', 'way', 'much', 'season', 'use', 'comparison', 'purpos', 'consid', 'review', 'other', 'may', 'love', 'flavor', 'train', 'way', 'prefer', 'comment', 'appl', 'cinnamon', 'tri', 'one', 'yet', 'asid', 'receiv', 'fresh']"
2471,very small serving in each bag less than in bag don t waste your money,Neutral,"['very', 'small', 'serving', 'in', 'each', 'bag', 'less', 'than', 'in', 'bag', 'don', 't', 'waste', 'your', 'money']","['small', 'serving', 'bag', 'less', 'bag', 'waste', 'money']","['small', 'serv', 'bag', 'less', 'bag', 'wast', 'money']"
2472,i am diabetic and crave sweets but cant have them these flavored rice cakes are the ticket,Negative,"['i', 'am', 'diabetic', 'and', 'crave', 'sweets', 'but', 'cant', 'have', 'them', 'these', 'flavored', 'rice', 'cakes', 'are', 'the', 'ticket']","['diabetic', 'crave', 'sweets', 'cant', 'flavored', 'rice', 'cakes', 'ticket']","['diabet', 'crave', 'sweet', 'cant', 'flavor', 'rice', 'cake', 'ticket']"
2473,i don t care for the sweet sugary taste,Negative,"['i', 'don', 't', 'care', 'for', 'the', 'sweet', 'sugary', 'taste']","['care', 'sweet', 'sugary', 'taste']","['care', 'sweet', 'sugari', 'tast']"
2474,snacks healthy,Neutral,"['snacks', 'healthy']","['snacks', 'healthy']","['snack', 'healthi']"
2475,about half of the packs was stale,Negative,"['about', 'half', 'of', 'the', 'packs', 'was', 'stale']","['half', 'packs', 'stale']","['half', 'pack', 'stale']"
2476,excellent low calorie snack and they are delicious trying to lose weight and this is a great snack option over potato chips we ate the entire box within a week or so will purchase again,Positive,"['excellent', 'low', 'calorie', 'snack', 'and', 'they', 'are', 'delicious', 'trying', 'to', 'lose', 'weight', 'and', 'this', 'is', 'a', 'great', 'snack', 'option', 'over', 'potato', 'chips', 'we', 'ate', 'the', 'entire', 'box', 'within', 'a', 'week', 'or', 'so', 'will', 'purchase', 'again']","['excellent', 'low', 'calorie', 'snack', 'delicious', 'trying', 'lose', 'weight', 'great', 'snack', 'option', 'potato', 'chips', 'ate', 'entire', 'box', 'within', 'week', 'purchase']","['excel', 'low', 'calori', 'snack', 'delici', 'tri', 'lose', 'weight', 'great', 'snack', 'option', 'potato', 'chip', 'ate', 'entir', 'box', 'within', 'week', 'purchas']"
2477,variety pack is perfect for the entire family healthier then most snacks good works for us,Positive,"['variety', 'pack', 'is', 'perfect', 'for', 'the', 'entire', 'family', 'healthier', 'then', 'most', 'snacks', 'good', 'works', 'for', 'us']","['variety', 'pack', 'perfect', 'entire', 'family', 'healthier', 'snacks', 'good', 'works', 'us']","['varieti', 'pack', 'perfect', 'entir', 'famili', 'healthier', 'snack', 'good', 'work', 'us']"
2478,i love this gum and buy it in bulk on amazon and it s so handy i keep one in my car and sometimes give out with gifts i love the flavor too,Positive,"['i', 'love', 'this', 'gum', 'and', 'buy', 'it', 'in', 'bulk', 'on', 'amazon', 'and', 'it', 's', 'so', 'handy', 'i', 'keep', 'one', 'in', 'my', 'car', 'and', 'sometimes', 'give', 'out', 'with', 'gifts', 'i', 'love', 'the', 'flavor', 'too']","['love', 'gum', 'buy', 'bulk', 'amazon', 'handy', 'keep', 'one', 'car', 'sometimes', 'give', 'gifts', 'love', 'flavor']","['love', 'gum', 'buy', 'bulk', 'amazon', 'handi', 'keep', 'one', 'car', 'sometim', 'give', 'gift', 'love', 'flavor']"
2479,smack you in the face flavor initially lasts longer than most gums,Neutral,"['smack', 'you', 'in', 'the', 'face', 'flavor', 'initially', 'lasts', 'longer', 'than', 'most', 'gums']","['smack', 'face', 'flavor', 'initially', 'lasts', 'longer', 'gums']","['smack', 'face', 'flavor', 'initi', 'last', 'longer', 'gum']"
2480,i love this gum for that the flavor is lasting and doesn t get soggy quick i really really really be chewing and this is the longest one yet,Positive,"['i', 'love', 'this', 'gum', 'for', 'that', 'the', 'flavor', 'is', 'lasting', 'and', 'doesn', 't', 'get', 'soggy', 'quick', 'i', 'really', 'really', 'really', 'be', 'chewing', 'and', 'this', 'is', 'the', 'longest', 'one', 'yet']","['love', 'gum', 'flavor', 'lasting', 'get', 'soggy', 'quick', 'really', 'really', 'really', 'chewing', 'longest', 'one', 'yet']","['love', 'gum', 'flavor', 'last', 'get', 'soggi', 'quick', 'realli', 'realli', 'realli', 'chew', 'longest', 'one', 'yet']"
2481,the product is fine the gum tastes good but there are only packs so ignore the false advertising of bottles in the main picture just offering a heads up in case you miss that at the very end in parenthesis of the description,Positive,"['the', 'product', 'is', 'fine', 'the', 'gum', 'tastes', 'good', 'but', 'there', 'are', 'only', 'packs', 'so', 'ignore', 'the', 'false', 'advertising', 'of', 'bottles', 'in', 'the', 'main', 'picture', 'just', 'offering', 'a', 'heads', 'up', 'in', 'case', 'you', 'miss', 'that', 'at', 'the', 'very', 'end', 'in', 'parenthesis', 'of', 'the', 'description']","['product', 'fine', 'gum', 'tastes', 'good', 'packs', 'ignore', 'false', 'advertising', 'bottles', 'main', 'picture', 'offering', 'heads', 'case', 'miss', 'end', 'parenthesis', 'description']","['product', 'fine', 'gum', 'tast', 'good', 'pack', 'ignor', 'fals', 'advertis', 'bottl', 'main', 'pictur', 'offer', 'head', 'case', 'miss', 'end', 'parenthesi', 'descript']"
2482,my wife and i love this gum great taste and the flavor is long lasting,Positive,"['my', 'wife', 'and', 'i', 'love', 'this', 'gum', 'great', 'taste', 'and', 'the', 'flavor', 'is', 'long', 'lasting']","['wife', 'love', 'gum', 'great', 'taste', 'flavor', 'long', 'lasting']","['wife', 'love', 'gum', 'great', 'tast', 'flavor', 'long', 'last']"
2483,it was freshening,Neutral,"['it', 'was', 'freshening']",['freshening'],['freshen']
2484,i love this gum it lasts about hrs and it has great packaging i do recommend this gum,Positive,"['i', 'love', 'this', 'gum', 'it', 'lasts', 'about', 'hrs', 'and', 'it', 'has', 'great', 'packaging', 'i', 'do', 'recommend', 'this', 'gum']","['love', 'gum', 'lasts', 'hrs', 'great', 'packaging', 'recommend', 'gum']","['love', 'gum', 'last', 'hr', 'great', 'packag', 'recommend', 'gum']"
2485,at about for pieces these are less expensive and just as good as velamints from trader joes you can get them in recyclable plastic tubes or the newer cardboard containers made mostly of recycled material they have a good mastic that holds it s flavor and it s chewiness for a long time,Positive,"['at', 'about', 'for', 'pieces', 'these', 'are', 'less', 'expensive', 'and', 'just', 'as', 'good', 'as', 'velamints', 'from', 'trader', 'joes', 'you', 'can', 'get', 'them', 'in', 'recyclable', 'plastic', 'tubes', 'or', 'the', 'newer', 'cardboard', 'containers', 'made', 'mostly', 'of', 'recycled', 'material', 'they', 'have', 'a', 'good', 'mastic', 'that', 'holds', 'it', 's', 'flavor', 'and', 'it', 's', 'chewiness', 'for', 'a', 'long', 'time']","['pieces', 'less', 'expensive', 'good', 'velamints', 'trader', 'joes', 'get', 'recyclable', 'plastic', 'tubes', 'newer', 'cardboard', 'containers', 'made', 'mostly', 'recycled', 'material', 'good', 'mastic', 'holds', 'flavor', 'chewiness', 'long', 'time']","['piec', 'less', 'expens', 'good', 'velamint', 'trader', 'joe', 'get', 'recycl', 'plastic', 'tube', 'newer', 'cardboard', 'contain', 'made', 'mostli', 'recycl', 'materi', 'good', 'mastic', 'hold', 'flavor', 'chewi', 'long', 'time']"
2486,when you don t have time to brush your teeth after a meal this is a perfect palate cleanser,Positive,"['when', 'you', 'don', 't', 'have', 'time', 'to', 'brush', 'your', 'teeth', 'after', 'a', 'meal', 'this', 'is', 'a', 'perfect', 'palate', 'cleanser']","['time', 'brush', 'teeth', 'meal', 'perfect', 'palate', 'cleanser']","['time', 'brush', 'teeth', 'meal', 'perfect', 'palat', 'cleanser']"
2487,i love the flavor spearmint but after chewing make sure you do not place on anything other thanpaper towel plate etc,Positive,"['i', 'love', 'the', 'flavor', 'spearmint', 'but', 'after', 'chewing', 'make', 'sure', 'you', 'do', 'not', 'place', 'on', 'anything', 'other', 'thanpaper', 'towel', 'plate', 'etc']","['love', 'flavor', 'spearmint', 'chewing', 'make', 'sure', 'place', 'anything', 'thanpaper', 'towel', 'plate', 'etc']","['love', 'flavor', 'spearmint', 'chew', 'make', 'sure', 'place', 'anyth', 'thanpap', 'towel', 'plate', 'etc']"
2488,mostly peanuts but a few different nuts if it s i salt you want works great,Positive,"['mostly', 'peanuts', 'but', 'a', 'few', 'different', 'nuts', 'if', 'it', 's', 'i', 'salt', 'you', 'want', 'works', 'great']","['mostly', 'peanuts', 'different', 'nuts', 'salt', 'want', 'works', 'great']","['mostli', 'peanut', 'differ', 'nut', 'salt', 'want', 'work', 'great']"
2489,we just wanted to find a nutritious snack but it needed to have no salt these were planter s usual great quality roasted without salt so good could only find them in amazon,Positive,"['we', 'just', 'wanted', 'to', 'find', 'a', 'nutritious', 'snack', 'but', 'it', 'needed', 'to', 'have', 'no', 'salt', 'these', 'were', 'planter', 's', 'usual', 'great', 'quality', 'roasted', 'without', 'salt', 'so', 'good', 'could', 'only', 'find', 'them', 'in', 'amazon']","['wanted', 'find', 'nutritious', 'snack', 'needed', 'salt', 'planter', 'usual', 'great', 'quality', 'roasted', 'without', 'salt', 'good', 'could', 'find', 'amazon']","['want', 'find', 'nutriti', 'snack', 'need', 'salt', 'planter', 'usual', 'great', 'qualiti', 'roast', 'without', 'salt', 'good', 'could', 'find', 'amazon']"
2490,mostly peanuts and almonds and really brazil nut lol,Neutral,"['mostly', 'peanuts', 'and', 'almonds', 'and', 'really', 'brazil', 'nut', 'lol']","['mostly', 'peanuts', 'almonds', 'really', 'brazil', 'nut', 'lol']","['mostli', 'peanut', 'almond', 'realli', 'brazil', 'nut', 'lol']"
2491,i had to go on very limited special diet so thought these nuts would help fulfill my protein needs i know that peanuts was listed first but was very disappointed that each can only contain about a dozen cashew and brazil nuts and pecans not worth the the extra price for mixed nuts that were peanuts,Negative,"['i', 'had', 'to', 'go', 'on', 'very', 'limited', 'special', 'diet', 'so', 'thought', 'these', 'nuts', 'would', 'help', 'fulfill', 'my', 'protein', 'needs', 'i', 'know', 'that', 'peanuts', 'was', 'listed', 'first', 'but', 'was', 'very', 'disappointed', 'that', 'each', 'can', 'only', 'contain', 'about', 'a', 'dozen', 'cashew', 'and', 'brazil', 'nuts', 'and', 'pecans', 'not', 'worth', 'the', 'the', 'extra', 'price', 'for', 'mixed', 'nuts', 'that', 'were', 'peanuts']","['go', 'limited', 'special', 'diet', 'thought', 'nuts', 'would', 'help', 'fulfill', 'protein', 'needs', 'know', 'peanuts', 'listed', 'first', 'disappointed', 'contain', 'dozen', 'cashew', 'brazil', 'nuts', 'pecans', 'worth', 'extra', 'price', 'mixed', 'nuts', 'peanuts']","['go', 'limit', 'special', 'diet', 'thought', 'nut', 'would', 'help', 'fulfil', 'protein', 'need', 'know', 'peanut', 'list', 'first', 'disappoint', 'contain', 'dozen', 'cashew', 'brazil', 'nut', 'pecan', 'worth', 'extra', 'price', 'mix', 'nut', 'peanut']"
2492,love the fresh stuff,Positive,"['love', 'the', 'fresh', 'stuff']","['love', 'fresh', 'stuff']","['love', 'fresh', 'stuff']"
2493,price,Neutral,['price'],['price'],['price']
2494,great nut,Neutral,"['great', 'nut']","['great', 'nut']","['great', 'nut']"
2495,my aunt loved them,Positive,"['my', 'aunt', 'loved', 'them']","['aunt', 'loved']","['aunt', 'love']"
